h,P
-0.027889582332949997,0.6299409135635367
-0.027875630565899995,0.629921216391648
-0.027861678798849994,0.6299015240665095
-0.027847727031799992,0.6298818168357517
-0.02783377526474999,0.6298620187378264
-0.02781982349769999,0.629842299509415
-0.027805871730649988,0.6298225742737379
-0.027791919963599986,0.6298028430264109
-0.027777968196549985,0.6297831057630443
-0.027764016429499983,0.6297633624792459
-0.02775006466244998,0.6297436131706141
-0.02773611289539998,0.6297238578327443
-0.02772216112834998,0.6297040964612275
-0.027708209361299977,0.6296843290516464
-0.027694257594249976,0.6296645555995829
-0.027680305827199974,0.6296447761006096
-0.027666354060149972,0.6296249905502953
-0.02765240229309997,0.629605198944205
-0.02763845052604997,0.6295854012778946
-0.027624498758999968,0.6295655975469193
-0.027610546991949966,0.6295457877468251
-0.027596595224899965,0.6295259718731547
-0.027582643457849963,0.6295061499214472
-0.02756869169079996,0.6294863218872307
-0.02755473992374996,0.6294664877660335
-0.02754078815669996,0.6294466475533766
-0.027526836389649957,0.6294268012447753
-0.027512884622599956,0.6294069488357398
-0.027498932855549954,0.629387090321775
-0.027484981088499953,0.6293672256983802
-0.02747102932144995,0.6293473549610498
-0.02745707755439995,0.6293274781052711
-0.027443125787349948,0.6293075951265292
-0.027429174020299946,0.6292877060202992
-0.027415222253249945,0.6292678107820571
-0.027401270486199943,0.6292479094072663
-0.027387318719149942,0.6292280018913903
-0.02737336695209994,0.6292080882298833
-0.02735941518504994,0.6291881684181975
-0.027345463417999937,0.6291682424517769
-0.027331511650949936,0.6291483103260618
-0.027317559883899934,0.6291283720364845
-0.027303608116849933,0.6291084275784748
-0.02728965634979993,0.6290884769474556
-0.02727570458274993,0.6290685201388436
-0.027261752815699928,0.6290485571480512
-0.027247801048649926,0.6290285879704844
-0.027233849281599925,0.6290086126015442
-0.027219897514549923,0.6289886310366254
-0.027205945747499922,0.6289686432711179
-0.02719199398044992,0.6289486493004058
-0.02717804221339992,0.6289286491198661
-0.027164090446349917,0.6289086427248739
-0.027150138679299916,0.6288886301107947
-0.027136186912249914,0.6288686112729905
-0.027122235145199913,0.6288485862068175
-0.02710828337814991,0.628828554907625
-0.02709433161109991,0.6288085173707587
-0.027080379844049908,0.6287884735915568
-0.027066428076999906,0.6287684235653537
-0.027052476309949905,0.628748367287475
-0.027038524542899903,0.6287283047532439
-0.027024572775849902,0.628708235957976
-0.0270106210087999,0.628688160896983
-0.0269966692417499,0.6286680795655664
-0.026982717474699897,0.62864799195903
-0.026968765707649896,0.6286278980726634
-0.026954813940599894,0.6286077979017544
-0.026940862173549893,0.6285876914415859
-0.02692691040649989,0.6285675786874347
-0.02691295863944989,0.6285474596345689
-0.026899006872399888,0.6285273342782529
-0.026885055105349887,0.6285072026137469
-0.026871103338299885,0.6284870646363031
-0.026857151571249883,0.6284669203411671
-0.026843199804199882,0.6284467697235819
-0.02682924803714988,0.6284266127787811
-0.02681529627009988,0.6284064495019954
-0.026801344503049877,0.6283862798884471
-0.026787392735999876,0.6283661039333546
-0.026773440968949874,0.6283459216319301
-0.026759489201899873,0.6283257329793793
-0.02674553743484987,0.6283055379709013
-0.02673158566779987,0.6282853366016908
-0.026717633900749868,0.6282651288669368
-0.026703682133699867,0.6282449147618192
-0.026689730366649865,0.6282246942815163
-0.026675778599599863,0.6282044674211984
-0.026661826832549862,0.6281842341760283
-0.02664787506549986,0.6281639945411657
-0.02663392329844986,0.6281437485117619
-0.026619971531399857,0.628123496082964
-0.026606019764349856,0.6281032372499128
-0.026592067997299854,0.6280829720077428
-0.026578116230249853,0.6280627003515805
-0.02656416446319985,0.6280424222765495
-0.02655021269614985,0.6280221377777656
-0.026536260929099848,0.6280018468503413
-0.026522309162049847,0.6279815494893759
-0.026508357394999845,0.6279612456899718
-0.026494405627949844,0.6279409354472181
-0.026480453860899842,0.6279206187562038
-0.02646650209384984,0.6279002956120051
-0.02645255032679984,0.6278799660096974
-0.026438598559749837,0.6278596299443481
-0.026424646792699836,0.6278392874110188
-0.026410695025649834,0.6278189384047651
-0.026396743258599833,0.6277985829206327
-0.02638279149154983,0.627778220953669
-0.02636883972449983,0.6277578524989067
-0.026354887957449828,0.6277374775513792
-0.026340936190399827,0.6277170961061097
-0.026326984423349825,0.6276967081581156
-0.026313032656299824,0.6276763137024095
-0.026299080889249822,0.6276559127339956
-0.02628512912219982,0.627635505247875
-0.02627117735514982,0.6276150912390398
-0.026257225588099817,0.6275946707024767
-0.026243273821049816,0.6275742436331664
-0.026229322053999814,0.6275538100260827
-0.026215370286949813,0.6275333698761939
-0.02620141851989981,0.6275129231784616
-0.02618746675284981,0.6274924699278398
-0.026173514985799808,0.627472010119279
-0.026159563218749807,0.6274515437477209
-0.026145611451699805,0.6274310708081021
-0.026131659684649804,0.6274105912953515
-0.026117707917599802,0.627390105204393
-0.0261037561505498,0.6273696125301433
-0.0260898043834998,0.6273491132675134
-0.026075852616449798,0.6273286074114072
-0.026061900849399796,0.6273080949567239
-0.026047949082349794,0.6272875758983524
-0.026033997315299793,0.6272670502311777
-0.02602004554824979,0.6272465179500805
-0.02600609378119979,0.6272259790499303
-0.02599214201414979,0.6272054335255945
-0.025978190247099787,0.6271848813719298
-0.025964238480049785,0.6271643225837898
-0.025950286712999784,0.6271437571560207
-0.025936334945949782,0.6271231850834611
-0.02592238317889978,0.6271026063609445
-0.02590843141184978,0.6270820209832965
-0.025894479644799778,0.627061428945337
-0.025880527877749776,0.6270408302418784
-0.025866576110699774,0.6270202248677289
-0.025852624343649773,0.6269996128176866
-0.02583867257659977,0.6269789940865461
-0.02582472080954977,0.6269583686690926
-0.02581076904249977,0.6269377365601071
-0.025796817275449767,0.6269170977543627
-0.025782865508399765,0.6268964522466264
-0.025768913741349764,0.6268758000316573
